id,tst_2024,age_2024,sex_2024,ethnicity_simplified_2024,country_of_birth_2024,country_of_residence_2024,nationality_2024,language_2024,student_status_2024,employment_status_2024,fluent_languages_2024,tst_2025,age_2025,sex_2025,ethnicity_simplified_2025,country_of_birth_2025,country_of_residence_2025,nationality_2025,language_2025,student_status_2025,employment_status_2025
train_0102,I am a man. I am caucasian. I am a quiet person. I like to read and write. I have worked as a strategist. I have two Masters degrees and 4+ years towards a PhD. I keep up on current events. I have two sons. I have several health issues. I enjoy engaging in constructive discussion on important matters. I watch news programs. I watch movies. I enjoy driving. I enjoy exercise. I am divorced. I have strong analytical skills. I enjoy framing and solving problems. I like to build things. I have worked for 40+ years. I want to help the world be a better place for everyone. I am a Christian.,72,Male,White,United States,United States,United States,English,No,Part-Time,English,"Hi, my name is Alan",74,Male,White,United States,United States,United States,English,,
train_0103,"I am a woman. I am a wife, and I am a want-to-be mother. I am a cat owner. I am young. 
I am a chef. I am a caretaker. I am a daughter. I am a sister. I am a friend. 
I am a hard worker. I am an eager person. I am a worried person. I am tired. I am getting old.
I am a baker. I am a companion. I am a joke maker. I am a clean person. I am grateful.",24,Female,White,United States,United States,United States,English,No,Full-Time,English,"I am a woman who is white and around average height. I am a wife, sister, daughter, and friend. I am someone who values completing tasks and getting things done. I am a gym goer. I am someone who is in good shape and is working on her mental health as well. I am a cat owner and a home owner. I am a worker at my job but not the top performer or first person to report to the boss. I have some trouble talking to people and making friends at time. I get tired easily and often don't make enough time for others, but I am also someone working towards a more sustainable life with more purpose and broader interests.",26,Female,White,United States,United States,United States,English,,
train_0104,"Petite
Funny
Kind
Loving
Caring
Smart
Lonely
Tired
Tough
Inventive
Creative
Engaged
Motherly
Supportive
Friendly
Happy
Scholastic
Shy
Loner
Thrifty",45,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month,"English, Spanish","i am a women
i am a mother
i am quiet
i am kind
i am loving
i am petite
i am an avid lover of science esp space sciences
i am open minded
i am the daughter of a war veteran
i am a little odd
i am eco-friendly
i am empathetic
i love nature
 i care about animals
i care about others well being
i am private
i am not very articulate
i am funny i think
i love hard 
i am loyal
i work hard
i am a homebody
i like learning about different cultures
i like the cold more than the heat
i love fall and winter
i wanted to be an astronaut when i was younger and sometimes wish i had
i used to be religious but the more i learn the more i question my faith
i am sorry for others actions esp now 
i wish people could treat others the way i treat them",46,Female,White,United States,United States,United States,English,,
train_0105,"1) I am a woman with a passion and thirst for knowledge. 
2) I am highly curious about the world around me. 
3) I value kindness, generosity, understanding and compassion. 
4) I believe in humanity
5) I like to garden and collect rocks and fossils
6) I enjoy science and the drive for innovation
7) I am a woman who strives for excellence in her daily life
8) I like the quote ""work hard, play hard"" I value hard work but also a life of balance
9) I enjoy reading mysteries and thrillers with plot twists
10) I volunteer not because I should but because I am healthy and able to 
11) I am not a human; I am only a brain in a fleshy meat suit
12) I am an organism, living and breathing, on this giant spinning rock I call home
13) I am a woman who gives second chances
14) I am non-religious but I believe there is something more to the universe that we cannot understand or ever comprehend. I find that quite beautiful, the fragility of life
15) I am 26 years old but in my mind, I feel only 19. Young and naive.
16) I dont fear death, but the fear of death itself
17) I am reserved, quiet and shy until I am around people I feel are kind and non-judmental
18) Who is anyone really? I am just a woman typing on a computer 
19) I believe nature is healing. Touching the trees, the water, the soil is important for the human pyche.
20) I am just a woman who practices science, tries her best to be a good person and live her best life.",26,Female,White,United States,United States,United States,English,No,Full-Time,English,"1) I am curious
2) I am kind and generous
3) I am empathetic towards others and always try to put myself in their shoes
4) I am relatively in a young stage of life- still learning and growing
5) I am self deprecating on my appearance - I am jealous of others
6) I am a meat skeleton on a giant spinning rock in space.. yet I am anxious about public speaking
7) I am a medical laboratory scientist - I read blood smears to look for cancers and other illnesses
8) I am blonde
9) I always get what i put my mind to
10) I am loved
11) I am not good at writing lists about myself
12) I am spiritual towards the universe itself but I do not believe in a God of today's religions
13) I am a tired soul just trying her best
14) I am vegetarian - I love animals
15) I am depressed
16) I am unhealthy
17) I have a poor memory
18) I am privileged 
19) I am a woman
20) I am a thoughtful person who wants to do her best to make the people are her happy",28,Female,White,United States,United States,United States,English,No,Full-Time
train_0106,I am an American who works hard to live a great life and enjoy the privilege that our government gives us.,30,Male,White,United States,United States,United States,English,No,Full-Time,English,"The person that I am is a family man, strong, hardworking individual that enjoys to live life and see everything that life has to offer for me.",32,Male,White,United States,United States,United States,English,,
train_0107,A 70 year old retired female. Live with my Husband of 44 years.  We have 3 rescue dogs that we both adore.  We love where we live except for our extreme heat.,70,Female,White,United States,United States,United States,English,,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am 71.
I am female.
I am 5ft4inches tall.
I am of Italian and Russian decent.
I was born in USA.
Dark hair and olive skin.
Brown eyes
Right arm hangs some due to a stroke.
Slow walking 
somewhat weak due to stroke.
Very caring for humanity 
very caring for animals",71,Female,White,United States,United States,United States,English,,
train_0108,A woman. A wife. A mother. A friendly person. A caring person. I am smart. I am beautiful. I am driven. I want my family to be happy. I am a caregiver. I am in pain. I want to be healthy. I need order. I want freedom. I am worried about the future of this country. I Lear new things every day.,51,Female,Mixed,United States,United States,United States,English,No,,English,I am strong. I am a good woman. I am intelligent. I am dependable. I am kind. I am worthy of praise. I am fair. I love dogs. I am happily married. I am a mother. I am a grandmother. I help others. I am happy. I am a hard worker. I believe in God. I am an American who believes in border control. I am responsible. I am capable of complex creativity. I am a good friend. I am a person who is constantly improving.,52,Female,Mixed,United States,United States,United States,English,,
train_0109,"I am that I am. 
I am a Human Being.
I am a man.
I am gentle.
I am fierce. 
I am kind. 
I am witty
I am resilient.
I am tenacious.
I am caring. 
I am strong.
I am subtle.
I am eternal. 
I am wisdom.
I am bliss.
I am grateful.
I am forgetful. 
I am learning.
I am growing.
I am trying.",33,Male,White,United States,United States,United States,English,No,Full-Time,English,"I am timeless
I am Loving Awareness
I am without beginning
I am with end
I am all things
I am nothing
I am the universe
I am the void
I am the light
I am the dark
I am the buddha
I am the christ
I am the sunrise
I am the sunset
I am laughter
I am sorrow 
I am the sun
I am the run
I am that I am",34,Male,White,United States,United States,United States,English,,
train_0110,"I am a nice person, a thoughtful person, creative, caring, smart, funny, friendly. I am a bit of a perfectionist, a neat freak…I like things a certain way. When it comes to cleaning and maintaining my home I’m high maintenance. When it comes to the rest I’m low maintenance. I can be sensitive at times but always loving , patient and willing to give someone the benefit of the doubt. I am hard working, like do it yourself projects, like learning new things. I’m also an excellent speller and great with grammar and punctuation.",56,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,"I am human, I am flawed, I am female, I am smart, I am funny, I am a clean freak, I am creative, I am a huge animal lover, I am a daughter, I am a sister, I am an Aunt, I am a friend, I am a significant other, I am resourceful, I am organized, I am friendly, I am kind, I am hard working, I am fun, I am a home body, I am loved.",58,Female,White,United States,United States,United States,English,,
train_0111,"I am a lawyer. I am a father. I am a husband. I have many hobbies that I love to take pardon I love motorcycles. I love my children. I am a Catholic and I love God. I am an American with conservative values. My favorite sport is hockey and my favorite team is the Washington Capitals. I live in Georgia, but I miss the water. I have a son and daughter that are my whole world. I love my wife and she is the love of my life. I love animals and own a large black dog. I live in the country and love that I can see the stars at night.",39,Male,White,United States,United States,United States,English,No,Full-Time,English,I am a father. I am a husband. I am a lawyer. I am someone who loves to laugh. I am resilient. I am self-assured. I am a dog owner. I am thankful for my life. I'm a hockey player. I am stubborn. I am a southerner. I am a good person. I am blessed in my life. I am a person who loves to learn. I am a son. I am a brother. I am an uncle. I enjoy dressing well. I appreciate good food. I am kind.,40,Male,White,United States,United States,United States,English,,
train_0112,I am a Christian. I am a cancer survivor. I am a former Cancer counselor. I have owned my own business so I am an entrepreneur. I have many friends whom I cherish. I love music. I like traveling. I like see things in nature. I live in an RV. I believe a minimalistic life is best for me. I like doing things to help the environment. I like helping and being supportive to others needs. I like the calming effect of water-especially of ocean waves. I have a good sense of humor. I like to binge watch my favorite tv series. I like playing trivia games. I like walking and dancing for exercise. I have a wonderful husband. I support the military especially the Navy.  I have found life fulfilling without children-but love children.,59,Female,Other,United States,United States,United States,English,No,Part-Time,English,"I am a Christian. I am not a perfect Christian-just striving everyday to be better.
 I am a former cancer survivor and this has lead me to be a cancer counselor for part of my life.
I am a wife and try to be the best partner I can.
I am a minimalist-I believe having less things affords more freedom. 
I am a nature lover-I respect and admire all of god's living s things.
 I am a recycler-I try to repurpose items, donate or put them in for recycling.
I am a friend-I have empathy and caring towards others.
I am a helper-I get great joy out of helping others in need.
I am someone who feels comfortable giving medial advice based on my research and experiences.
I am a traveler-I live full time in an RV and travel often.
I am a cook-I love making home cooked meals nearly every day.
I am a music lover and musician-I like all types of music and play drums and piano.
I practice sustainability-try to purchase items that do not diminish resources.
I am an organizer-I like for things to stay in their place.
I am a cleaner-I do not like dirty surroundings.
I am a bit of a germaphobe-I have a compromised immunity and am careful about getting ill.
I have am someone who has a fear of heights.
I am someone who does not like to take risks.
I am a saver-I am frugal with my money.
I am outgoing and like to talk with others.
I am someone who tries to take care of their health.",60,Female,Other,United States,United States,United States,English,,
train_0113,I am logical.  I am cold.  I am not empathetic.  I do like to help people.  I am intelligent.  I am linear.  I enjoy movies.  I enjoy books.  I do not like opera.  I respect peoples beliefs but don't bother trying to change their mind.  I don't care about other people's opinion about me.  I am overweight.  I am polite.  I take advantage of opportunities.  I do not take advantage of people.  I like rock music pre 1985.  I am heterosexual.  I like to analyze history.  I enjoy solving puzzles.  I like making money.,62,Male,White,United States,United States,United States,English,No,Full-Time,English,"I am a father
I am a husband
I am an analyst
I am a leader
I am calm
I do not express my emotions
I listen to different ideas
I don't care what people think of me
I prefer to be alone
I think about things in different ways
I am a traveler
I am a reader
I believe history can show us what is happening today
I am rational
I am a loner
I help people where I can
I am not trusting
I am not empathetic
I do not let emotions cloud my thinking or decisions",63,Male,White,United States,United States,United States,English,No,Full-Time
train_0114,"I am a wife. I am a mother. I am a daughter, and I am a friend. I am someone who loves warm Chocolate cookies and rainy days. I love Rom-com and though I am a grown woman still enjoy the silly romance movies. I love to read, but rarely do because once I start a novel I read it to the end. I love going on the boat for a ride at dusk, the water is calm and it is beautiful. I love to travel and go to quirky spots. I am a dog level, though mine is barking as we speak. I am a researcher of all the latest products. I love to write, and wish I was also more artistic. I like to hear the birds tweet but not roosters crow at 5:00 AM. I like the idea of concerts but the reality of them is different, I hate crowds. I like to try new food dishes, but I do not like to cook them myself. I am social but like quiet time. I am a contradiction, cautious but don't mind driving fast now and then. I am organized, and I am responsible. I am funny, at least I think so.",55,Female,White,United States,United States,United States,English,No,Other,English,"Fun, honest, a wife, a mother, a sister, a daughter, organized, creative, a great cook, Lover of Movies and Books. Protector of people who are more vulnerable than I, a leader, a follower, a volunteer, someone who stands up when I see something wrong, a gardener, and warm hearted. Beliefs, and integrity, honesty are my pillar by what I stand by, a great friend and a planner.",57,Female,White,United States,United States,United States,English,No,Other
train_0115,"I’m a husband, live in the Pacific Northwest with my partner and 4 year old dog. I am active in our church and enjoy walks in our neighborhood. I spend most of my free time on chores around the house, yard and cleaning up the neighborhood litter. I like to build things like sheds and outdoor furniture. I’m a LEGO enthusiast with a LEGO studio in the backyard. I work remote for a tech company based in Los Angeles.",52,Male,Asian,United States,United States,United States,English,No,Full-Time,English,"1. I'm an introvert that can be social when needed.
2. I prefer one on one conversations over group settings.
3. I feel a social interaction is most successful when I've helped the other person in some way.
4. I've been told I am creative, yet in my job my ideas were always ignored.
5. I'm semi-retired after 30 years in software.
6. Dog person and not a cat person, but still like cat videos.
7. Own a robot vacuum that we love.
8. Have a sister who I can't figure out if she is annoyed by me or not.
9. Like tinkering with cars.
10. Keep a gratitude journal and wish I'd started it much sooner.
11. Not so sure about my new doctor.
12. Have a studio in the backyard dedicated to Lego.
13. Have great neighbors except for Kevin.
14. Share a fence with a neighbor who planted the wrong kind of bamboo at her fenceline and will be facing the consequences for decades.
15. Laid myself off from a job where the leaders were toxic.
16. Enjoy road trips.
17. Like the driving aids in modern cars but don't want self-driving.
18. Like TV shows so much I have over a dozen I've started but abandoned.
19. Sad that new film trailers are no longer a big event.
20. Like salty snacks too much.",54,Male,Asian,United States,United States,United States,English,,
train_0116,I like computers.,55,Male,Mixed,United States,United States,United States,English,Yes,Part-Time,English,"I'm middle aged, tech savvy, smart, funny, good looking male. I enjoy food, fun, sex, and I play the drums. I'm also an animal lover. I have 3 cats, 2 dogs, a hamster, a ferret, and a parakeet. I enjoy solving complex problems with creative solutions. I have an AA degree in electronics engineering technology, and I can fix just about anything that can be fixed. That's about all I can think of at the moment. Thanks!",56,Male,Mixed,United States,United States,United States,English,Yes,Part-Time
train_0117,"woman
mother
wife
bookkeeper
conversationalist
friend
a great cook
a wonderful companion
a daughter
a sister
i like to be a giver
a great grandmother
i love to read
i like to be on top of the news
a great shopper
religious
concerned about the environment
kind
courteous
helpful
giving",58,Female,White,Romania,United States,United States,English,No,Part-Time,English,"Wife
Daughter
Mother
Sister 
Grandmother 
Thinker
Writer 
Composer
Friend 
Homemaker
Teacher
Confidant 
Baker
Chef
Bookkeeper 
Peacemaker",59,Female,White,Romania,United States,United States,English,,
train_0118,"1. A confusing soul
2. Someone who doesn't know what they want
3. A walking contradiction
4. Lover of history and learning
5. A skeptic 
6. Someone who is lonely 
7. Someone who wishes for companionship
8. Simple and complicated
9. Boring to most, interesting to some
10. Not sure
11. I prefer the comforts of being alone but wants the love of others
12. Someone who wants to be admired for doing the right thing
13. A nerd
14. A gamer
15. Someone who places importance in identity
16. Someone who is both clean and dirty
17. Who I am, indeed
18. I don't know
19. A bookworm
20. Someone who wants to do so much but is limited to so little",31,Male,White,United States,United States,United States,English,No,,English,"I am a mess.
I am someone's everything and someone's nothing.
I am the extra lego brick that didn't fit on the model.
I am a history nerd.
I am firmly against Trump and his ilk.
I am empathetic at times, and highly judgmental at others. 
I am sometimes a hypocrite and also hate hypocrisy in others. 
I am average and unremarkable in most things. 
I am chronically ill and am eternally grateful to have a roof over my head when many don't, while also believing it's a sad state of affairs when something as basic as housing is not a guaranteed right. 
I am middle class and hate the obscenely rich who stole money off the labor of others. 
I am but a small cog and have no real power in the world. 
I am, however, in a position of power to those immediately around me. 
I am stuck in life and don't see much radical change happening any time soon.
I am complicated in certain ways and simple in others. 
I am constantly listening to mid 2000s music from my childhood. 
I am constantly playing video games in the same era, as if I am still a teenager. 
I am extremely sensitive.
I am weird.
I am me.
I am bicpentameter",32,Male,White,United States,United States,United States,English,No,
train_0119,"I'm a male.
I'm white.
I'm in my 20s.
I love technology.
I play lots of video games.
My favorite food is Tacos.
I have 2 toddlers, a boy and girl.
I live with my parents.
My favorite music genre is Drum N' Bass.
I'm kindhearted.
I'm overweight and currently on a diet.
I use Android for my smartphone.
I like to take walks.
I live in a trailer.
I'm bisexual.
I never had a job.
I prefer simple clothes designs.
I do graphic design for fun.
I love watching animation and documentaries.
I wish the world was a kinder place.",26,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"Male, Adult, Tech Nerd, EDM Enjoyer, Unemployed, Single, Video Game Player, Foodie, Reader, Autistic, Overweight, and I honestly can't think of any more.",28,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
train_0120,"I am 55 years old. 
I am a woman.
I am an American
I am a wife.
I am a daughter.
I am a pet owner.
I am intelligent.
I am a worker.
I have a masters degree.
I live in Tennessee.
I like to garden.
I am white.
I like to read.
I enjoy spending time with my dog.
I am a manager
I am loyal.
I am on a diet.
I am a good friend.
I am considerate of others.
I am Generation X.",55,Female,White,United States,United States,United States,English,,Full-Time,English,"I am a wife
I am a daughter
I am an employee
I am a white female
I am a college graduate
I am a overweight person
I am a sensitive person
I am a gardener
I am a dog lover
I am a film buff
I am a reader
I am a friendly person
I am a lazy person
I am a funny person
I am a researcher
I am a hard worker
I am a person who is sometimes depressed
I am a older person
I am a lover of peanut butter
I am a person with migraines.",57,Female,White,United States,United States,United States,English,No,Full-Time
train_0121,"I am a man.
I am a good friend.
I am a cook.
I am a good brother.
I am a good son.
I am a loyal person.
I am a friendly person.
I am a dog lover.
I am a fast typist.
I am reliable.
I sometimes lose my temper.
I am a bit of a hothead when I feel someone is taking advantage of me.
I make very good mac and cheese.
I am fun at parties.
These last few months, I have become a teetotaler.
I rarely engage in any drug.
I am always willing to designated drive.
I will come through for my friends whenever I am needed.
I am always available to talk to people who want to talk.
I give good advice.",37,Male,White,United States,United States,United States,English,,,English,"I am a kind person.
I am a thoughtful person.
I care very much about my friends.
I care very much about my family.
I love to write.
I love to read.
I am a big fan of theme parks.
I am a big fan of rollercoasters.
I am a hard worker.
I am a protective friend.
I am someone who loves to make people feel better.
I am always concerned about others.
I am very unselfish when it comes to many things.
I am into fitness, a lot.
I like playing video games, especially social ones.
I am a perpetual jokester.
I am a terrific listener.
I am a good public speaker.
I am a good leader.
I am a great son.",39,Male,White,United States,United States,United States,English,No,Full-Time
train_0122,I am a reader and an animal lover. I am an older woman who dislikes shopping and hence looks frumpy. I am a person who goes barefoot outside a lot. I am pretty reserved and do not make friends easily.,59,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I'm an only child, I am a Christian, I am an animal lover, I am a reader, I am a woman, I am a wife, I am a lover of poetry, I am a lover of science fiction books, I am a lover of folk music, I am a cousin, I am a friend. I am a lover of the outdoors. I am a dog owner, I am person who raises chickens, I am a good cook, I am a gamer, I am a writer, I am a lover of word problems, I am a lover of jokes.",60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
train_0123,This is but a very short list of who I am: (1) I am (2) I am you (3) I am street (4) I am evil (5) I am good (6) I am a soul (7) I am darkness (8) I am light (9) I am the boundless universes. (10) I am dark matter (11) I am an animal (12) I am a child (13) I am a servant (14) I am alone (15) I am everything (16) I am fear (17) I am love (18) I am the cosmos (19) I am female (20) I am male.,60,Male,Other,United States,United States,United States,English,No,Full-Time,English,"Many would call me a loner, I am not. I am independent...I don't seek validation, I provide my own. I could live on earth alone and never, ever become lonely. I am a great friend, especial to myself. I am a herd worker, my effort usually begins where others' end. I am what many call quiet, but I am not, I don't see a need in talking unless I'm saying something worth listening to. I have a double dose of introversion, both my parents are introverts. I love people, but only those who are authentic. I am brutally honest, it is almost impossible for me to lie. I am one who sees the world as I am, not how it/they are. More than anything else, I am one who has gratitude. I am athletic, I am an alcoholic, I was raised in a neighborhood so notorious, that most have never heard of it; not many of us get out to talk about it. I am a New Yorker.",61,Male,Other,United States,United States,United States,English,No,Other
train_0124,"I am:
Latino
Guatemalan
A College Student
A hard worker
Oldest Sibling",20,Male,Other,United States,United States,United States,English,Yes,Full-Time,"Spanish, English","I am a Guatemalan specifically from chivarreto and I am a male 21. I am also a guy interested in learning javascript and other type of web development, so far I have been learning for over a year. I like to play chess for fun and sports like soccer. I am an active 21 year who loves going outside and in general just love being active and I also like to stay fit. I started Calisthenics and so far I have loved it. Also prefer music that's very energetic and fast paced. I lover to constantly improve my self in things like being more religious becoming stronger and faster. I myself love to game to chill I also love to sleep a lot when I'm at home tho I love to be hard working and earn as much as I can.",21,Male,Other,United States,United States,United States,English,,
train_0125,"Teacher
Mother
Driver
Bundle of anxiety
Fearful
Tame
Hurt
Betrayed
Lonely
Sad
Pathetic
Depressed
On the struggle bus
Lazy
Unmotivated
Stressed
Reserved
Without purpose
Meaningless
Unworthy",43,Female,White,United States,United States,United States,English,No,Full-Time,English,I am a deeply flawed human.  I accept less than I deserve in almost every area of my life because deep down I don't know if I truly am worthy of anything better.  I am a person that lacks the self-confidence to take risks that may improve my life and mental health.  I'm so afraid of change that I keep trudging down a path that truly doesn't suit me.,44,Female,White,United States,United States,United States,English,No,Full-Time
train_0126,"I am African American, I am short, I am kind, I am broke, I am beautiful, I am tired, I am a woman, I am marvelous, I am unique, I am a breath of fresh air, I am peaceful, I am thirsty, I am awake, I am wealthy",55,Female,Other,United States,United States,United States,English,No,Part-Time,English,"older adult, single, indigenous, smart, entrepreneur, short, woman, fun, introvert, inviting, independent, love movies, gamble, love shooping,",57,Female,Other,United States,United States,United States,English,,
train_0127,"Woman, wife, mother, sister, daughter, aunt, grandmother, friend.
Originalist, online worker, Christian, American.
Head cook, dishwasher, maid. Conscientious worker.
Seeker of Truth, Peace maker.
Introvert. Gamer.",66,Female,White,United States,United States,United States,English,,Other,English,"Mother, wife, daughter, sister, cousin, friend. 
American, Christian. 
Elderly, disabled. 
Spiritual. A searcher of truth. 
A child of God. 
Pet owner. 
A lover of classical music. 
College graduate. 
Artist. 
History lover. 
Chief cook and bottle washer. 
Inquisitive person.",67,Female,White,United States,United States,United States,English,,
train_0128,"'-I am an older woman. 
-I have long wavy red hair.
-My eyes are hazel and have an almond shape.
-My lips are thin and chapped from spending a lot of my time outside. 
-There is a slight hitch in my step because of an old hip injury. 
-I was a very active young woman.
-Often seeking out adrenaline inducing activities like sky diving, surfing and any kind of roller coaster.
-My teeth are crooked
-I have a large birthmark.
-I wear overalls.
-I garden.
-My parents have both passed.
-I have children and grandchildren. 
-I am a survivor
-I love people
-I have a mole on my nose
-I believe in love
-I am kind
-I have a belly
-i make music",45,Female,White,United States,United States,United States,English,No,Part-Time,English,"I'm kind, compassionate, strong willed, motivated, thoughtful, stubborn, opinionated, funny, social, an ambivert, creative, critical, weird, loud, lazy, patient, confident, curious, nosey, and beautiful.",47,Female,Mixed,United States,United States,United States,,,
train_0129,I am creative. I am honest. I am fun to be around. I am thoughtful. I am a good listener. I am a Christian. I am quiet. I am soulful. I am kind. I am social conscious. I am content. I am talented. I am a gardener. I am someone who likes to cook and bake.,60,Female,White,United States,United States,Italy,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am strong, caring, loving, understanding, thoughtful, unique, loyal, competent, creative, warm, bright, good listener, funny, logical, faithful, a leader, a teacher, a grandmother, a mother, and a wife.",61,Female,White,United States,United States,Italy,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
train_0130,"A person, a man, a son, a husband, a brother, a friend, a neighbor, a lover,  a helper, a Democrat, an American, a citizen, a hiker, a biker, an intellectual, a foodie, a nudie, a swimmer, a reader, a leader,",68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am a man.
I am a senior citizen.
I am a husband.
I am a brother.
I am a son.
I am a nephew.
I am a grandson.
I am a neighbor. 
I am heterosexual. 
I am hilarious.
I am caring. 
I love sex. 
I love nature.
I love music. 
I am helpful.
I am hard working. 
I love nature.
II live being outdoors in cool weather. 
I am a liberal.
I don't tolerate bullshit and stupidity.",69,Male,White,United States,United States,United States,English,,
train_0131,"I am a woman. I teach history at various community colleges. I have lived in the same relative area most of my life. I love to travel and visit new places. I also like to learn languages. I like to dance but I am not very good at it. I used to run a lot but now that that is more difficult I look to other sports like cycling and hiking. I like to cook. But, I like that mostly because I love to eat. I like to read. I also spend some time steaming movies and shows. I like to discuss movies and shows with friends. I like to spend time with friends and family doing whatever. I am somewhat introverted, but a friendly one who just needs some space sometimes. I like to be challenged in an intellectual way. I like the arts, visits to museums or symphonies. I have a fear of snakes. I am not afraid of spiders, like many people. I wish I made more money. I enjoy my morning coffee time. I am also now someone who is going through divorce.",55,Female,White,United States,United States,United States,English,,,English,"I am a woman, I am a teacher, I teach history, I am separated, I am getting a divorce, I like to be outdoors.  I like to travel, I like to be on vacation. I used to be a runner, I could be neater, I like to cook. I like to eat food, I like to watch tv, I like to stream and binge shows. I love my dog. I also tutor kids and find it rewarding. I am usually well-dressed. I am emotionally unavailable, I believe in justice. I like to read.",56,Female,White,United States,United States,United States,English,,
train_0132,"I am a son 
A guitarist 
A need 
A computer lover 
Obsessed with movies
In love with youtube
Own 2 cats 
Have my own house 
Have my own car 
Have a job Have a bank account 
I love guns
Am a pc gamer 
I kive all Animals 
Am a delivery driver 
I am a kind person
Have a sister 
Love my parents
Am honest
Always loyal
I need to lose weight",37,Male,White,United States,United States,United States,English,No,Full-Time,English,"Im honest ... nice ... helpful
Kind try to be brave 
Can be very willful
I play an instrument 
Love music 
Love tech
Enjoy computers
Very agreeable 
Hate arguments 
Just enjoy being around and talking to other people",38,Male,White,United States,United States,United States,English,,
train_0133,"I am smart, funny, resourceful, loved as well as a son, brother and friend. I am also a proud black man who is from the south, Whose a life long love of professional wrestling, music lover and other things. Who at times overanalyzes things but can make it relatable to anyone. People feel comfortable enough to tell me their hopes, dreams and problems. I was a an educator and now a businessman. Who is fairly educated,",46,Male,Black,United States,United States,United States,English,No,Part-Time,English,"I am a strong, unique, smart, witty, adored by few. I have always stood on business. A person whi s straight with no chaser personality wise.  Many would say that I am kind and patient to kids and elders. I live by a moral code. I am a fan of the dolphin, brave and gooner. I have little tolernce for uncleanliness including mst and bad breath. I believe if you c an ask me for a dollar, you can say welcome to wamart. I am a son and a brother but not a father.",47,Male,Black,United States,United States,United States,English,,Other
train_0134,"I am a good cook. I am a talented painter. I am a talented writer. I like to play videogames. I enjoy studying history. I am deeply religious. I am disgusted my immoral acts. I view life as short, but our impact is felt forever. I am a talented drawer. I tend to imagine a better life. I am generous. I have a high IQ. I have tetrachromacy. I love animals. I hate abusive people. I am a day dreamer. I am an alcoholic. I have panic disorder. Despite having panic disorder, I can remain calm in hectic situations. I tend to over share and make a fool out of myself. I don't underestimate people and treat them all as if they are as knowledgeable as me. I suffer from depression.",39,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,"I am a man, I am a brother, I am a son, I am an uncle, I am a gamer, I am a gladiator in World of Warcraft, I am a cat owner, I am a friend, I am a good cook, I am a talented writer, I am an artist, I am good with electronics, I am a Christian, I am a good listener, I am good at holding a conversation, I am knowledgeable about biology, I am interested in conspiracy theories, I am a millennial, I am comedy fan, I am a amateur historian.",40,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
train_0135,"i am down to earth person
 Love  to read
Love to cook
Family oriented
Goal oriented
Organized
Ethical
Not a leader but will take charge after thing has been decided
Open minded
Trustworthy
Vibrant love color and nature
Love the outdoors
Love gardening
helping others
patient  
Supportive
Optimistic
Sociable
Self-reliant
Easy Going",63,Female,Other,Mauritius,United States,United States,French,No,Unemployed (and job seeking),English,"I am  a female , daughter, wife friend and most of all a mother
God is a big part of my life an belief
love outdoor and gardening
Love travelling and discovering new thing
Amoteur photographer
Interested in history
Love learning new thing
Adventurer but not risk taker
Try new cuisine 
love cooking but not cleaning
Very compasionate
Embrace changes and new thing
My childrend are my main focus
Family are very important to me
My life is a journey
Am still learning new thing everyday
Does not settle for less
Culture is very important even though I live outside my birth country for more than 40 years
Helping others feel right thing to do
I give my all and does not expect anything in return",64,Female,Other,Mauritius,United States,United States,French,,
train_0136,"I am a God-fearing woman who has been through many different lives yet has so much to experience in life still. I am a woman who is full of the essence of joy, hope, peace, and love that GOD has ordained her to have fully flawed but even more forgiven, blessed, sanctified, glorified, saved by grace, loved, renewed, empowered, restored, the head and not the tail, redeemed, healed and most of all I can do all things through Christ who gives me strength.",35,Female,Black,United States,United States,United States,English,No,,English,"Ambiitios, God-fearing, loving, passionate, intuitive, mindful, thoughtful, overthinker, brave, confident, assured, childlike, funny, adventurous, athletic, creative, joyful, expansive, daydreamer, goal-oriented.",36,Female,Black,United States,United States,United States,English,No,Full-Time
